timestamp,axes_x,axes_y,axes_z,buttons_0,buttons_1
1660320837441246409,-0.917985,-0.477780,-0.704709,0,0
1660320837449157254,-0.917985,-0.521534,-0.707472,0,0
1660320837457140289,-0.909794,-0.562557,-0.707472,0,0
1660320837465263644,-0.882456,-0.595357,-0.707472,0,0
1660320837473182878,-0.857848,-0.622695,-0.707472,0,0
1660320837481165171,-0.830510,-0.644572,-0.704709,0,0
1660320837489206098,-0.800409,-0.644572,-0.680102,0,0
1660320837497141459,-0.775801,-0.644572,-0.639111,0,0
1660320837505208163,-0.737541,-0.641841,-0.578941,0,0
1660320837513177748,-0.701979,-0.614503,-0.502388,0,0
1660320837521174075,-0.650033,-0.576210,-0.406688,0,0
1660320837529257855,-0.595357,-0.532456,-0.302797,0,0
1660320837537163638,-0.526995,-0.475050,-0.190681,0,0
1660320837545235938,-0.447711,-0.406688,-0.078598,0,0
1660320837553156575,-0.362934,-0.341089,-0.000000,0,0
1660320837561152581,-0.264504,-0.272728,-0.000000,0,0
1660320837571263556,-0.264504,-0.272728,-0.000000,0,0
1660320837577129974,-0.168836,-0.204366,-0.000000,0,0
1660320837585224214,-0.062182,-0.141466,-0.000000,0,0
1660320837593165874,-0.000000,-0.084059,-0.000000,0,0
1660320837601207928,-0.000000,-0.029383,-0.000000,0,0
1660320837609192882,-0.000000,-0.000000,-0.000000,0,0
1660320837617203195,-0.000000,-0.000000,-0.000000,0,0
1660320837627398156,-0.000000,-0.000000,-0.000000,0,0
1660320837637536362,-0.000000,-0.000000,-0.000000,0,0
1660320837647694321,-0.000000,-0.000000,-0.000000,0,0
1660320837657829359,-0.000000,-0.000000,-0.000000,0,0
1660320837667960229,-0.000000,-0.000000,-0.000000,0,0
1660320837678071579,-0.000000,-0.000000,-0.000000,0,0
1660320837688153186,-0.000000,-0.000000,-0.000000,0,0
1660320837698288832,-0.000000,-0.000000,-0.000000,0,0
1660320837708402779,-0.000000,-0.000000,-0.000000,0,0
1660320837718490655,-0.000000,-0.000000,-0.000000,0,0
1660320837728572710,-0.000000,-0.000000,-0.000000,0,0
1660320837738679639,-0.000000,-0.000000,-0.000000,0,0
1660320837748814115,-0.000000,-0.000000,-0.000000,0,0
1660320837758956583,-0.000000,-0.000000,-0.000000,0,0
1660320837769095775,-0.000000,-0.000000,-0.000000,0,0
1660320837779238913,-0.000000,-0.000000,-0.000000,0,0
1660320837789387550,-0.000000,-0.000000,-0.000000,0,0
1660320837799504534,-0.000000,-0.000000,-0.000000,0,0
1660320837809659982,-0.000000,-0.000000,-0.000000,0,0
1660320837819875298,-0.000000,-0.000000,-0.000000,0,0
1660320837830002800,-0.000000,-0.000000,-0.000000,0,0
1660320837840101388,-0.000000,-0.000000,-0.000000,0,0
1660320837850221589,-0.000000,-0.000000,-0.000000,0,0
1660320837860316610,-0.000000,-0.000000,-0.000000,0,0
1660320837870463038,-0.000000,-0.000000,-0.000000,0,0
1660320837880611722,-0.000000,-0.000000,-0.000000,0,0
1660320837890698600,-0.000000,-0.000000,-0.000000,0,0
1660320837900951938,-0.000000,-0.000000,-0.000000,0,0
1660320837911088433,-0.000000,-0.000000,-0.000000,0,0
1660320837921192483,-0.000000,-0.000000,-0.000000,0,0
1660320837931305766,-0.000000,-0.000000,-0.000000,0,0
1660320837941377278,-0.000000,-0.000000,-0.000000,0,0
1660320837951463257,-0.000000,-0.000000,-0.000000,0,0
1660320837961585015,-0.000000,-0.000000,-0.000000,0,0
1660320837971708974,-0.000000,-0.000000,-0.000000,0,0
1660320837981823183,-0.000000,-0.000000,-0.000000,0,0
1660320837991942518,-0.000000,-0.000000,-0.000000,0,0
1660320838002006935,-0.000000,-0.000000,-0.000000,0,0
1660320838012128825,-0.000000,-0.000000,-0.000000,0,0
1660320838022215463,-0.000000,-0.000000,-0.000000,0,0
1660320838032335513,-0.000000,-0.000000,-0.000000,0,0
1660320838042402126,-0.000000,-0.000000,-0.000000,0,0
1660320838052490204,-0.000000,-0.000000,-0.000000,0,0
1660320838062608739,-0.000000,-0.000000,-0.000000,0,0
1660320838072737407,-0.000000,-0.000000,-0.000000,0,0
1660320838082927544,-0.000000,-0.000000,-0.000000,0,0
1660320838093059627,-0.000000,-0.000000,-0.000000,0,0
