timestamp,joint_1_pos,joint_2_pos,joint_3_pos,joint_4_pos,joint_5_pos,joint_6_pos,joint_7_pos,finger_joint_pos,left_inner_knuckle_joint_pos,left_inner_finger_joint_pos,right_outer_knuckle_joint_pos,right_inner_knuckle_joint_pos,right_inner_finger_joint_pos,joint_1_vel,joint_2_vel,joint_3_vel,joint_4_vel,joint_5_vel,joint_6_vel,joint_7_vel,finger_joint_vel,left_inner_knuckle_joint_vel,left_inner_finger_joint_vel,right_outer_knuckle_joint_vel,right_inner_knuckle_joint_vel,right_inner_finger_joint_vel,joint_1_eff,joint_2_eff,joint_3_eff,joint_4_eff,joint_5_eff,joint_6_eff,joint_7_eff,finger_joint_eff,left_inner_knuckle_joint_eff,left_inner_finger_joint_eff,right_outer_knuckle_joint_eff,right_inner_knuckle_joint_eff,right_inner_finger_joint_eff
1660320833975744724,0.000012,0.261907,3.141589,-2.268973,0.000010,0.959882,1.570827,0.003509,0.003509,-0.003509,0.003509,0.003509,-0.003509,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.227792,12.674275,0.924092,-6.168487,-1.163142,-3.289726,-0.347110,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1660320834000633716,0.000012,0.261907,3.141589,-2.268973,0.000010,0.959882,1.570827,0.003509,0.003509,-0.003509,0.003509,0.003509,-0.003509,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.244489,12.662811,0.932477,-6.117137,-1.148861,-3.287710,-0.343523,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1660320834025681734,0.000012,0.261907,3.141589,-2.268973,0.000010,0.959882,1.570827,0.003509,0.003509,-0.003509,0.003509,0.003509,-0.003509,0.000000,-0.000005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.249970,12.706367,0.906179,-6.209679,-1.144333,-3.300409,-0.357590,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1660320834050724744,0.000012,0.261907,3.141589,-2.268973,0.000010,0.959882,1.570827,0.003509,0.003509,-0.003509,0.003509,0.003509,-0.003509,0.000000,-0.000005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.246594,12.651645,0.929570,-6.109669,-1.144189,-3.273003,-0.358404,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1660320834075805425,0.000012,0.261907,3.141589,-2.268973,0.000010,0.959882,1.570827,0.003509,0.003509,-0.003509,0.003509,0.003509,-0.003509,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.227466,12.716418,0.921928,-6.184537,-1.156033,-3.289959,-0.354384,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1660320834100790023,0.000012,0.261907,3.141589,-2.268973,0.000010,0.959882,1.570827,0.003509,0.003509,-0.003509,0.003509,0.003509,-0.003509,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.255629,12.797559,0.912722,-6.120363,-1.136872,-3.286096,-0.364705,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1660320834125760555,0.000012,0.261907,3.141589,-2.268973,0.000010,0.959882,1.570827,0.003509,0.003509,-0.003509,0.003509,0.003509,-0.003509,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.335824,12.750739,0.866487,-6.157401,-1.125781,-3.292630,-0.356537,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1660320834150808811,0.000012,0.261907,3.141589,-2.268973,0.000010,0.959882,1.570827,0.003509,0.003509,-0.003509,0.003509,0.003509,-0.003509,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.334494,12.719336,0.868439,-6.098589,-1.139173,-3.288253,-0.358740,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1660320834175738573,0.000012,0.261907,3.141589,-2.268973,0.000010,0.959882,1.570827,0.003509,0.003509,-0.003509,0.003509,0.003509,-0.003509,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.242641,12.720217,0.905334,-6.206750,-1.142065,-3.307308,-0.360776,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1660320834200664281,0.000012,0.261907,3.141589,-2.268973,0.000010,0.959882,1.570827,0.003509,0.003509,-0.003509,0.003509,0.003509,-0.003509,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.211310,12.669162,0.928847,-6.164998,-1.137122,-3.273531,-0.350346,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1660320834225659608,0.000012,0.261907,3.141589,-2.268973,0.000010,0.959882,1.570827,0.003509,0.003509,-0.003509,0.003509,0.003509,-0.003509,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.215477,12.649248,0.921556,-6.160364,-1.165214,-3.299319,-0.357227,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1660320834250623226,0.000012,0.261907,3.141589,-2.268973,0.000010,0.959882,1.570827,0.003509,0.003509,-0.003509,0.003509,0.003509,-0.003509,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.240051,12.757450,0.915425,-6.149150,-1.146293,-3.313567,-0.354471,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1660320834275719881,0.000012,0.261907,3.141589,-2.268973,0.000010,0.959882,1.570827,0.003509,0.003509,-0.003509,0.003509,0.003509,-0.003509,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.266733,12.805382,0.926643,-6.156417,-1.144217,-3.302396,-0.335228,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1660320834300799846,0.000012,0.261907,3.141589,-2.268973,0.000010,0.959882,1.570827,0.003509,0.003509,-0.003509,0.003509,0.003509,-0.003509,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.270618,12.711563,0.895391,-6.118640,-1.135644,-3.288196,-0.362351,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1660320834325769424,0.000012,0.261907,3.141589,-2.268973,0.000010,0.959882,1.570827,0.003509,0.003509,-0.003509,0.003509,0.003509,-0.003509,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.300895,12.750364,0.875146,-6.124906,-1.131129,-3.289563,-0.366843,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1660320834350739002,0.000012,0.261907,3.141589,-2.268973,0.000010,0.959882,1.570827,0.003509,0.003509,-0.003509,0.003509,0.003509,-0.003509,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.313262,12.784850,0.878579,-6.164303,-1.131644,-3.322477,-0.341162,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1660320834375703811,0.000012,0.261907,3.141589,-2.268973,0.000010,0.959882,1.570827,0.003509,0.003509,-0.003509,0.003509,0.003509,-0.003509,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.292754,12.699063,0.890126,-6.173050,-1.151538,-3.277815,-0.358400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1660320834400734424,0.000012,0.261907,3.141589,-2.268973,0.000010,0.959882,1.570827,0.003509,0.003509,-0.003509,0.003509,0.003509,-0.003509,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.194834,12.640072,0.921471,-6.159819,-1.148556,-3.311249,-0.353830,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1660320834425749540,0.000012,0.261907,3.141589,-2.268973,0.000010,0.959882,1.570827,0.003509,0.003509,-0.003509,0.003509,0.003509,-0.003509,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.202352,12.709227,0.939316,-6.118644,-1.151199,-3.300540,-0.349467,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1660320834450722455,0.000012,0.261907,3.141589,-2.268973,0.000010,0.959882,1.570827,0.003509,0.003509,-0.003509,0.003509,0.003509,-0.003509,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.213265,12.795404,0.911988,-6.219545,-1.167641,-3.333520,-0.338427,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1660320834475713729,0.000012,0.261907,3.141589,-2.268973,0.000010,0.959882,1.570827,0.003509,0.003509,-0.003509,0.003509,0.003509,-0.003509,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.260956,12.734415,0.897965,-6.093588,-1.143548,-3.286584,-0.359836,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1660320834500687837,0.000012,0.261907,3.141589,-2.268973,0.000010,0.959882,1.570827,0.003509,0.003509,-0.003509,0.003509,0.003509,-0.003509,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.272510,12.763070,0.880621,-6.129027,-1.125759,-3.317085,-0.359797,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
